name,score
WDC WD4002FYYZ,1079
Intel SSD 313 24GB,1078
G-Monster V3 SSD 128GB,1076
WDC WD20EARZ,1076
KINGSTON SV100S2128G,1075
OCZ VERTEX-PLUS,1074
Samsung CJNB4R,1074
WD WD1003FZEX-00MK2,1074
WDC WD2500HHTZ,1074
WDC WDS1 20G2G0A,1074
Corsair CMFSSD-256D1,1073
Hitachi HUS724020ALA640,1073
V4-CT064V4SSD2,1073
OCZ Vertex Plus,1072
TOSHIBA HDWD220,1071
SAMSUNG MMCRE64G8MXP-0VB,1069
SEAGATE ST3300657SS,1069
"SAMSUNG SSD PM800 2.5"" 128GB",1067
TP00250GB,1067
ORACLE BlockVolume,1066
TOSHIBA MK3001GRRB,1066
TOSHIBA MQ04ABF100,1064
Kingston DT Workspace USB,1063
Samsung Flash Drive USB,1063
Seagate ST3000VX000,1063
WD WD10EZEX-00BN5A0,1063
WDC WD4000FYYZ,1062
APPLE HDD WD10EZES-40UFAA0,1061
SAMSUNG SSD 128GB MMCRE28G5MXP,1060
Seagate ST1000VX000,1058
WDC WD5003AZEX,1058
Hitachi HDS724040ALE640,1057
Seagate ST3000VN007,1057
Seagate ST1500DM003,1056
WDC WD2001FFSX,1056
SAMSUNG SSD 256GB MMDOE56G5MXP,1054
G.SKILL FALCON 256GB SSD,1053
Mushkin Callisto Deluxe 960GB MKNSSDCL960GB-DX,1053
WDC WD60EFRX,1052
Seagate ST500DM009,1051
WDC WD1002FAEX,1051
Corsair CMFSSD-128GBG2D,1049
WDC WD4003FZEX,1049
WDC WD3001FAEX,1048
WD WD10EZEX-08WN4A0,1047
WDC WD10PURZ,1047
OOS2000G,1043
Seagate ST1000VX005,1042
SSD-64GB,1042
Seagate ST3000DM003,1038
WDC WD1003FZEX,1038
WD WD10EZEX-00WN4A0,1036
Seagate ST2000DM006-2DM1,1034
TOSHIBA THNS064GG2BNAA,1034
Seagate ST32000645NS,1033
OCZ-PETR OL,1030
FORESEE 32GB SSD,1029
ASMT 2115 USB,1028
Intel SSD 320 40GB 9.5mm,1028
SAMSUNG SSD PM800 TM 128GB,1027
WDC WD4001FAEX,1027
WDC WD40PURZ,1026
Corsair CSSD-V64GB2,1025
HGST HUS724040ALE640,1024
Seagate ST3750525AS,1024
Seagate STTFTM28GX25H,1022
Transcend TS32GMSA630,1022
G.SKILL FALCON 128GB SSD,1021
KINGSTON SV100S264G,1021
TOSHIBA HDWD105,1020
WDC WD5000AZLX,1020
WD WD10EZRZ-00HTKB0,1018
WDC WD40PURX,1016
SEAGATE ST3450856SS,1012
WD5003AZEX-00RKKA0,1012
CSSD-V60GB2,1009
Hynix HBG4a2,1007
WDC WD20PURX,1006
OCZ SUMMIT,1005
Seagate ST750LM022,1005
TOSHIBA HDWA120,1004
OOS1000G,1003
SAMSUNG SSD PM800 TM 64G,1003
Transcend 128GB TS128GSSD25S-M,1003
Hitachi HTS721075A9E63,1002
WL1000GSA6472,1001
Hitachi HDS723020BLE640,1000
Patriot Zephyr 256GB SSD,1000
Mushkin Atlas 30GB MKNSSDAT30GB,998
WDC WD2000F9YZ,998
APPLE HDD ST3000DM001,997
Seagate ST2000VM003,997
Transcend TS32GSSD370S,997
WDC WD60EZRZ,996
Kingrich KM9 60GB MSATA SSD,994
Hitachi HUS724030ALE641,993
OCZ Vertex 3 120GB,993
TOSHIBA THNS256GG8BBAA,993
Zalman S 64GB,991
Intel SSD X25-M 80GB 50nm,990
Seagate ST2000VN000,989
WDC WD7500BPVX,989
OCZ AGILITY 64GB,987
Seagate ST1500DM003-9YN1,987
Kingston SSDNow 64GB,986
Patriot Torqx 2 256GB SS,986
SanDisk SSD i110 24GB,982
Mushkin HS SSD 64GB,981
Seagate ST2000LX001,981
WDC WD10EARX,981
Hynix HCG8a4,980
TEAM L2 SSD 64GB,980
OCZ Vertex 64GB,977
Samsung DURM4R,977
BIWIN SSD 16GB,974
SAMSUNG MMCRE64G,973
Seagate ST1500DM003-9YN16G,973
Transcend TS32GSSD370,973
WD WD5000LPLX-60ZNT,973
G.SKILL TITAN 256GB SSD,972
Corsair CMFSSD-64GBG2D,971
SEAGATE SMSKP0001TBAT07K,970
OCZ-VERT EX,968
Seagate ST3000VN000,966
WL1000GSA6472B,966
Hitachi HDS5C1010DLE630,965
Seagate ST1000VM002,964
WDC WD75 00AZEX,964
GSkill FM-25S2I-64GBFII,963
TOSHIBA DT01ACA100 LENOVO,962
SAMSUNG SSD PB22-JS3 2.5,961
USB SanDisk 3.2Gen1,961
Seagate ST1000VM002-1ET162,960
SAMSUNG SSD PB22-JS3 TM 128GB,959
Intel SSD X18-M 80GB 50nm,958
Samsung DJNB4R,955
Patriot PS-100 32GB SSD,954
SAMSUNG SSD PM80,954
SAMSUNG SSD PM800 Series,954
Seagate ST1000VN002,953
WDC WD7500AZEX,953
Kingrich3 SSD 120GB,952
TOSHIBA MK1002TSKB,952
EZLINK T34 64GB,951
TOSHIBA MG03ACA100,951
Corsair CMFSSD-256GBG2D,950
HGST HTS725050B7E630,950
Hitachi HDS721010DLE,949
"SAMSUNG SSD PB22-JS3 2.5"" 128GB",949
Seagate ST2000DX001,949
MB2000EBUCF,948
Hitach HTS545050A7E380,946
SAMSUNG SSD PB22-JS3 FDE,946
SEAGATE ST3300656SS,946
ADATA SP600 32GB SSD,945
ONDA S-12 32GB,945
TOSHIBA MG03ACA200,945
WD WD5000LPLX-08ZNT,945
SEAGATE ST3146356SS,944
V4-CT256V4SSD1,944
WDC WD30PURX,944
Patriot Memory USB,943
SAMSUNG SSD PM800 TH 64G,942
WDC WD45 00HLHX,940
Samsung BJNB4R,938
SAMSUNG SSD PM800 TH 64GB,937
TOSHIBA DT01ABA050V,937
WDC WD10EZRZ,937
Mushkin Callisto Deluxe 80GB MKNSSDCL80GB-DX,936
PATRIOT USB,935
Seagate ST2000VX008,933
MB2000EBZQC,932
SPCC Sol id State B2,931
WDC WD20EFRX,930
WDC WD30EZRZ,929
Seagate ST4000VX000,928
SAMSUNG HD502HJ,927
WD WD10EZEX-08M2NA0,927
HITACHI HUS154545VLS300,926
OCZ AGILITY 32GB,926
WDC WD3000BLHX,924
Seagate ST1000DX002,922
Samsung CGND3R 64GB eMMC,921
WDC WD2000FYYZ,921
WDC WD20PURZ,921
SAMSUNG HD502HM,918
WDC WD3000HLHX,918
KINGSTON SV100S2256G,916
Intel SSD X25-M 40GB,914
Samsung BGND3R,914
Hitachi HDS72302,913
Hitachi HUA723030ALA640,912
Seagate ST4000DX001,912
T-60,912
TOSHIBA DT01ABA300,911
Kingston A29128,910
SanDisk DF4064,910
TOSHIBA DT01ABA200,910
Seagate ST2000VM003-1ET164,909
Seagate ST250DM001,908
CORSAIR CMFSSD-256GB,907
WL500GBSATA,907
Hitachi HDS5C3020BLE630,906
Seagate ST320DM001,906
Seagate ST500NM0011,906
WDC WD30EFRX,906
WDC WD10SPZX,905
Hitachi HDS723030ALA640,904
TOSHIBA HDWJ110,904
Seagate ST1000NM0011,903
HGST HDN724040ALE640,902
Super Talent FTM28GX25H,902
WL1000GS A6472,902
Apacer A7202,900
SAMSUNG HD103SM,900
SanDisk DF4128,900
Super Talent FTM64GX25H,900
WDC WD6000HLHX,900
Seagate ST1000NM 0011,897
WDC WD2503ABYZ,897
G-Monster-V3 SSD 128GB,896
OCZ-SOLID2,895
TP00500GB,895
HGST HDS724040ALE640,894
Seagate ST33000650NS,894
Hitachi HDS723020BLA642,893
Seagate ST2000VM002,892
KingFast F2 32GB SSD,891
Integral II 2.5 SSD 128GB,890
WDC WD2001FASS,888
WL600GLSA3210000,887
HITACHI HUS154530VLS300,886
WDC WD5000LPLX,885
SAMSUNG HD254GJ,883
WDC WD5000AZRZ,883
SAMSUNG SSD PM800 TM 128,881
Seagate ST500LM034,881
Hitachi HDS723020ALA640,880
Toshiba 064G52,880
Toshiba 032GE4,879
WDC WD2003FYYS,878
SAMSUNG SSD PB22-CS3 TM 256GB,877
Seagate ST500DM005,875
Corsair CSSD-R60GB2,874
MB1000GCEEK,874
Seagate ST500VM000,874
Patriot Zephyr 64GB SSD,873
TOSHIBA MK2002TSKB,873
Hitachi HDS5C3030BLE630,872
Seagate ST2000NM0011,871
Kingston M52564,870
Generic SPeMMC,869
Seagate ST6000DM003,868
SSK USB3.2 USB,868
SAMSUNG MMCRE28G8MXP-0VBL1,867
SAMSUNG SSD PB22-JS3 TH 64GB,867
WDC WD40E31X,867
Generic ISOCOM,866
SAMSUNG HD253GJ,866
Kingston TA2964,865
WDC WD20 EZRZ,865
SAMSUNG HE103SJ,863
HGST HTE721010A9E630,861
SAMSUNG HD256GJ,861
Patriot Torqx 2 64GB SSD,858
SAMSUNG HE253GJ,858
Toshiba 128G3A,858
WDC WD2002FAEX,858
Hitachi HTS725050A7E63,857
SAMSUNG HD103SJ,857
Samsung BJTD4R,856
WDC WD1500HLHX,856
WDC WD30EZRX,856
"SAMSUNG SSD PM800 Series 2.5"" 256GB",854
WDC WD5000AVCS,854
WDC WD2503ABYX,853
WL1000GSA6454G,852
WDC WD20EZRX,851
SEAGATE ST3146855SS,849
WDC WD1501FASS,849
WL750GSA6472,849
SanDisk DF4032,848
Seagate ST2000VX003,847
WDC WD1003FBYZ,847
WDC WD20EURX,847
Toshiba 064G30,846
SAMSUNG SSD PB22,844
Generic SLD128,843
SAMSUNG HD323HJ,843
Seagate ST500LM021,843
WDC WD5000LPSX,843
Generic 58A441,841
MB2000EAMZF,841
Seagate ST3500514NS,841
WD5003ABYX-88 LEN,841
WDC WD4500HLHX,841
HGST HTS 721010A9E630,840
Maximus-128GB,840
MB0500EBZQA,839
SAMSUNG SSD PM800 TM 64GB,839
Seagate ST500LM024,839
SPCC Solid State B29,839
Generic 58K722,838
Generic 58K721,835
MB0500GCEHE,835
Ferly 2TB,833
TOSHIBA MQ01ACF050R,831
Hitachi HUA723020ALA640,829
I CFAST 32GB,829
TOSHIBA MQ01ABD100H,829
WDC WD10PURX,828
WDC WD1600HLHX,828
CLOVER CD502HJ,827
V4-CT032V4SSD2,827
MB1000EBZQB,825
Super Talent FTM6 4GX25H,825
SanDisk SSD i110 16GB,824
Apacer AS220 32GB,823
WD1003FBYX-88 LEN,823
WDC WD1003FBYX,823
LITEON J8-L1032-11 M.2 2260 32GB,822
Seagate ST2000VX007,822
SEAGATE ST3300655SS,822
WDC WD7502AAEX,822
HGST HDN724030ALE640,821
WDC WD5000EZEX,821
SAMSUNG HD322GM,820
Hitachi HDS723015BLA642,819
HGST HUS724020ALE640,818
MB1000EBNCF,818
SAMSUNG HD754JJ,818
WDC WD10EURX,818
Hitachi HDS721075DLE630,816
Hitachi HTS725050A7E635,816
TOSHIBA DT01ABA100,815
TP02000GB,814
WDC WD6000BLHX,814
HP Secure Hard,813
Apacer AST680S 128GB,811
Seagate ST3000DM007,811
SAMSUNG HD322HJ,808
SanDisk SSD i100 16GB,808
Corsair CSSD-V32GB2,807
HGST HTS721010A9E630,807
SAMSUNG MMCRE28G8MXP-0VB,806
Seagate ST3500413AS,806
Seagate ST2000DL004,805
Seagate ST31000524NS,805
WDC WD5000AZDX,805
WL40GBSATA,804
BHT WR202I0064G E70290F5,803
Seagate ST1000DM005,803
Toshiba 064GE2,803
WDC WD5003ABYX,803
Seagate ST2000VN004,802
TOSHIBA MQ01ABD075H,802
WDC WD15EZRX,802
Toshiba 064G38,801
Hitachi HDS721050DLE630,799
KINGSTON SV200S3256G,799
Hitachi HUA72302,797
MB0500EBNCR,797
SAMSUNG SSD PM800 mSATA 64GB,797
EZLINK SIGMA 240GB SSD,796
Hitachi HDS72301,796
HGST HTS541010B7E610,794
SAMSUNG SSD PM800 m 64GB,794
Seagate ST5000DM000,793
Toshiba 032G34,792
TOSHIBA MQ01ACF050,792
Seagate ST350041 0SV,791
Seagate STM35004 18AS,791
Super Talent FTM32GL25V,790
OOS500G,789
Samsung MBG4GC,789
APPLE SSD TS128A,788
WDC WD2500LPLX,788
WDC WD5000AURX,788
HGST HTS541010A7E630,787
WDC WD3000BLFS,787
HGST HTS721010A9,786
Patriot PS-100 64GB SSD,786
Seagate ST1000LM044,785
WDC WD3000HLFS,785
Generic S0J59X,784
WDC WD20NPVT,784
WDC WD2500AAKX,784
ADATA XPG SSD 32GB,783
SAMSUNG HD204UI,782
SanDisk SSD P4 SLC 16GB,782
WDC WD3000GLFS,782
WL750GSA3272,780
KINGSTON SV200S364G,779
Seagate ST1000DL003,779
WDC WD16 00HLFS,779
SanDisk SDSA6MM-016G-1006,778
WDC WD10J13T,778
Hitachi HCS721050CLA362,777
KINGSTON SMS100S232G,774
SAMSUNG HD163GJ,774
Seagate ST1000LM035,774
WDC WD1500GLFS,774
Hitachi HDS5C3020ALA632,772
WD WD10SPCX-75KHST0,772
WDC WD140EDGZ,772
WL500GSA3272,772
HGST HTS725025A7E630,771
Hitachi HUA722010CLA331,771
Hitachi HCS5C1010DLE630,769
BIWIN SSD 32GB,768
HITACHI HUS153030VLS300,768
Maximus- 64GB,768
WD3000BLFS-23YBU0 43W7681 42C0289IBM,768
Corsair CMFSSD-128D1,767
Hitachi HDS721050DLE,767
Seagate ST350041 8AS,767
WDC WD25EZRX,767
HGST HTS721050A9E630,766
WDC WD5000LPZX,766
HGST HTS725050A7E630,765
WD WD10JPCX-24UE4T0,765
KINGSTON NV4 128GB SSD,764
WD WD5000AAKX-08U6A,764
KingDian S100 16GB,763
OCZ Vertex Plus R2 60GB,763
Seagate ST1000LM015,763
TOSHIBA HDWL110,763
WD7500BPKX-75HP,763
WDC WD5002AALX,763
HGST HTS725050A7,762
TOSHIBA MQ02ABF050H,762
Seagate ST3500410AS,761
Hitach HDS721010CLA332,760
Hitachi HUA723020ALA,760
WD WD5000AAKX-60U6A,760
HGST HTS721010A9E6300,759
SanDisk SDW64G,759
Transcend TS32GSSD340,759
WDC WD5003ABYZ,759
WDC WD5000AUDX,758
HITACHI HTS725050A7E630,756
Seagate ST2000DL001,756
WDC WD740HLFS,756
HITACHI HUS153014VLS300,752
Seagate ST1000DM000,752
Toshiba 128G32,751
WD5003ABYX-23 39M4517 42C0468IBM,751
HGST HTS725050A7E635,750
Hitachi HDS72101,750
Seagate ST31000533CS,750
SEAGATE ST373455SS,750
HGST HTS725050A7E6355,749
Generic M0S002,748
HGST HTS 725050A7E630,748
TOSHIBA MQ01ABF050H,748
Seagate ST33000651AS,747
OCZ-VERTEX TURBO,746
WDC WD30EURS,746
WDC WD3200AUDX,746
OCZ-ONYX,744
TOSHIBA MQ01ABD,744
SanDisk DB4064,743
Hitachi HDS721010CLA330,742
HP DF146BABUE,741
Seagate ST2000VX002,741
Seagate ST500DM003,741
Toshiba 032G74,741
WDC WD10EALS,741
WDC WD5000AZRX,741
MD05000-BQDW-RO,740
WL1000GSA3272,740
Seagate ST32000641AS,739
WDC WD25EZRS,739
WDC WD7500BPKX,739
WDC WD3200AZDX,737
PHISON USB DISK 3.0 USB,735
SAMSUNG HD155UI,735
WD WD20EARS-00MVWB0,735
APPLE HDD WDC WD10EALX-408EA0,734
TOSHIBA MQ01ABF,734
BHT WR202HH032G E70290F5,732
TOSHIBA THNSNB128GMCJ,731
WDC WD2502ABYS,731
Hitachi HUA722010CLA330,730
Seagate ST31000521AS,730
WD3000BLFS-23YBU0 43W,730
Corsair CMFSSD-64D1,729
HGST HTS541010A,729
Seagate ST1000DL002,729
Seagate ST500LM001,729
SSD Smar tbuy 64GB,729
WDC WD7500AALX,729
WDC WD7500BPKT,729
WDC WD7501AAES,729
HGST HTS725050A7E635 OPAL,728
Seagate ST31000525SV,728
Toshiba 064GEA,728
WDC WD2500BPVT,728
KINGMAX SSD 32GB,727
Seagate ST2000DM005,727
WDC WD1500HLFS,726
SanDisk SDW32G,725
Seagate ST500LM023,725
WDC WD1600HLFS,725
HGST HTS721075A9E630,724
Hitachi HDS721050CLA362,724
Hitachi HDS721050CLA662,724
Seagate ST2000DL003,724
Super Talent FTM32GX25H,724
TOSHIBA MQ01ABB200,724
Hitachi HCS721050CLA382,723
TOSHIBA HDWK105,723
Toshiba 064G70,722
WD2502ABYS-23B7A0 39M4511 42C0463IBM,721
HGST HTS725050A7E6300,720
Hitachi HDS721010CLA632,720
Seagate ST250DM000,720
WDC WD1500BLFS,720
Hitachi HDS722020ALA330 RSD HUA,719
Seagate ST32000644NS,719
MB1000CBZQE,717
MXSSD2MSTP-16GB,717
Seagate ST3500418AS,717
WDC WD7501AALS,717
WDC WD2001FAES,716
WDC WD5002ABYS,716
Hitachi HUA72202,715
MM1000GFJTE,715
TOSHIBA MQ02ABF050H-SSHD,713
WDC WD5000LPCX,713
SAMSUNG HD322GJ,712
Seagate ST9250610NS,712
Hynix HCG8e,711
WDC WD7500AZRX,711
Toshiba 032G72,710
WL2000GSA6472E,710
WL250GBSATA,709
Hitachi HTE725025A9A364,708
KINGSTON SSDNow 40GB,708
Seagate ST1500DL003-9VT1,708
Seagate ST31000524AS,708
Seagate ST31000528AS,708
HITACHI HUA722010ALA330,707
Seagate ST500DM0 02-1BC142,707
Seagate ST91000640NS,707
Samsung MDGAGC,706
SanDisk SSD P4 32GB,706
HGST HTS541075A,705
KINGSTON SV100S232G,705
Hitachi HTS727575A9E364,704
Seagate ST9500423AS,704
WD WD10JPVX-22JC3T0,704
Hitachi HDS5C3030ALA630,703
Seagate ST500LT015,703
Seagate STM3250318AS,703
TOSHIBA MQ01ABD050,703
WD10JPVX-75JC3T,703
Hitachi HDS721050CLA660,702
TOSHIBA THNSNB064GMCJ,702
Hitachi HDS721050CLA360,701
WDC WD1001FAES,701
GB0500EAFYL,700
Hitachi HTS727564A9E364,700
Samsung MCG8GC,700
SanDisk DB4032,700
Hitachi HDE721010SLA330,699
Hitachi HDS723020BLA642 LENOVO,699
Seagate ST9500620NS,699
WDC WD1002FBYS,699
OCZ SOLID SSD 64GB,698
WD WD5000AAKX-75U6A,698
WDC WD740BLFS,698
TOSHIBA MQ01ACF032,697
Intel SSD X18-M 160GB 50nm,696
Seagate STM3500418AS,696
NB1.0KS2,695
SAMSUNG HM320HJ,695
Seagate ST1000LX001,695
TOSHIBA MQ01ABD0,695
TOSHIBA MQ01ABF0,695
WDC WD30EZRS,695
Hitachi HDS721010CLA,694
Hynix HBG4e,694
Seagate ST1500DL001,694
Seagate ST3500411SV,694
SAMSUNG HD153WI,693
Seagate ST250LT012,693
Seagate ST2000LM007,692
TOSHIBA MK3261GS,692
MD10000-BLDW-RO,691
Seagate ST500LM036,691
Dell WR202KD032G E70290F5,690
HGST HTS545050A,690
Seagate ST1500DL003,690
Seagate ST31000526SV,690
Seagate ST500LT015-1DJ142,690
WDC WD5000BPKT,690
Hitachi HUA722020ALA331,689
Seagate STM31000528AS,689
TOSHIBA MQ01ABD050V -63,689
WDC WD81PURZ,689
Seagate ST3250318AS,688
Seagate STM3320418AS,688
TOSHIBA HDWJ105,688
WDC WD2500LPVT,688
WDC WD7502ABYS,688
Hitachi HDS721050CLA,687
Seagate ST320LM010,687
WD1002FAEX-00Y9A0,687
WDC WD3200AVKX,687
Seagate ST1000DL004,686
WDC WD10S12X,686
Seagate ST31000520AS,685
WDC WD10 02FBYS,685
WDC WD5000AAKS,685
Hitachi HDS721010CLA332,684
TOSHIBA HDWM105,683
WDC WD7500BFCX,683
SAMSUNG HD752LJ,682
WDC WD1502FYPS,682
Patriot Torqx TRB 32GB SSD,681
WD5000LPVX-75V0,681
MD07500-BLDW-RO,680
Patriot Warp V2 64GB,680
WD5000LPVT-60G3,680
WDC WD7500LPCX,680
Hitachi HUA722050CLA330,679
SAMSUNG HD162GJ,679
TOSHIBA HDWM110,679
WDC WD64 00AARS,679
MB0500EAMZD,678
WDC WD5000BPKX,678
GB1000EAMYC,677
HITACHI HTS7275,677
MS-1000ES2 32GB,677
SAMSUNG HE103UJ,677
WDC WD10JPVT,677
WDC WD10JPVX,677
SPCC Solid State B28,676
WD WD20EARS-60MVWB0,676
Hitachi HDS72105,675
Seagate ST3750523AS,675
WDC WD10SPCX,675
WDC WD1600AAKS,675
G.SKILL 128GB SSD,674
Hitachi HTS72757,674
SanDisk DS2064,674
Seagate ST3250312AS,674
VB0250EAVER,674
Hitachi HDS5C3015ALA632,673
Hitachi HDS723020BLA,673
TOSHIBA DT01ACA025,673
WDC WD5000L12X,673
WD20SPZX-21UA7T0,672
WDC WD2003FYPS,672
Hitachi HTS723232A7A365,671
SAMSUNG HD103SI,671
Seagate ST1000LM024,671
TOSHIBA MQ01ABD032VS,670
Kingston SSDNow 256GB,668
Seagate ST3250312CS,668
Seagate ST3500820AS,668
TOSHIBA MQ01ABF050M,668
WD10JPVT-75A1YT,668
WDC WD1001FALS,668
Seagate ST1000LM014,667
VB0160EAVEQ,667
HGST HTS541010A7E6300,666
SAMSUNG HD321HJ,666
WDC WD5001AALS,666
GB0500EAFJH,665
Kingrich KM3 32GB MSATA22,665
Hitachi HDS721025CLA682,664
Hitachi HDT721050SLA360,664
Seagate ST31500341AS,664
WDC WD10EVDS,664
Hitachi HCS721010CLA332,663
MARSHAL MAL2750SA-T54,663
WDC WD10JPCX,663
GB0250EAFYK,662
Seagate ST31000340NS,662
Seagate STM33204 18AS,662
Hitachi HDS5C1050CLA,661
Hitachi HDS722020ALA,661
Hitachi HTS727550A9E365,661
PQI MLC 32GB SSD,661
Seagate ST1500LM006,661
Seagate ST500DL001,661
TOSHIBA MQ01ABD100M,661
WDC WD6400AAKS,661
SAMSUNG HD642JJ,660
Seagate ST750LX003,660
Hitachi HTS725032A9A,659
SanDisk SSD P4 64GB,659
HP GB0250C8045,658
SAMSUNG HD103UJ,658
Seagate ST3750528AS,658
WDC WD20EARS,658
HGST HTS541010A9,657
Hitachi HDS721075CLA,657
MD05000-ALDW-RO,657
Seagate ST500LT012,657
SanDisk 32GB,656
Seagate BUP Slim BK,656
WDC WD6400AADS,656
OCZ Vertex v1275,655
Seagate ST3640323AS,655
WDC WD5000LPVT,655
Hitachi HDS5C1010CLA382,654
Hitachi HDT721075SLA380,654
OCZ CORE SSD,654
WDC WD2002FYPS,653
Hitachi HDT721075SLA360,652
Hitachi HUA722020ALA330,652
Seagate ST3160813AS,652
WDC WD3202ABYS,652
WL500GSA1672,652
HGST HTS545050B7E660,651
Hitachi HTS72505,651
Seagate ST32000542AS,651
Seagate ST31000523AS,650
Seagate ST3500412AS,650
Seagate STM3750528AS,650
TOSHIBA MQ01ABD050VS,650
WDC WD3200AZRX,650
WDC WD800HLFS,650
Seagate ST3320413AS,649
Hitachi HDS721075CLA332,648
SAMSUNG HM640JJ,648
Seagate ST500LM000,648
TOSHIBA MQ01ABD050R,647
TOSHIBA MQ01ABU050W,647
WD5000LPVT-75G3,647
Hitachi HDS72202,646
Hitachi HUA72201,646
SAMSUNG HD154UI,646
SAMSUNG HD161GJ,646
Seagate ST31000340SV,646
Seagate ST350032 0NS,646
Hitachi HDS721025CLA382,645
SAMSUNG HD503HI,645
Seagate ST31000333AS,645
Seagate ST3750330SV,645
WDC WD5000LPVX,645
Seagate ST500VT000,644
TOSHIBA MQ01ABD100V,644
Seagate ST350041 4CS,643
Seagate ST500VT001,643
TOSHIBA DT01ACA050 8,643
WDC WD10JUCT,643
SAMSUNG HM250HJ,642
Seagate ST320LT007,642
Seagate ST3500312CS,642
Seagate ST3640623AS,642
Hitachi HTS725032A9A365,641
Seagate ST500LT032-1E91,641
Seagate ST95005620AS,641
WDC WD10EUCX,641
WDC WD1602ABKS,641
SAMSUNG HN-M500M,639
OCZ SOLID SSD,638
HGST HTE725032A7E630,637
HP GB1000EAFJL,637
MAXTOR STM31000333AS,637
MTRON MSD-SATA3535,637
TOSHIBA MK3261GSYN,637
Seagate ST320DM000,635
Seagate ST3500320SV,635
Seagate ST3750330AS,635
WDC WD3200AAKS,635
KingSpec KSD-SA25.7-032MJ,634
SAMSUNG HD502HI,634
Seagate ST3500414CS,634
Seagate ST9750420AS,634
WDC WD10EADS,634
FUJITSU MBA3073RC,633
HGST HTS541010A9E6800,633
Seagate ST3320613AS,633
Seagate ST3320813AS,633
Seagate ST350041 2AS,633
Seagate STM3160318AS,633
TOSHIBA MQ01ABD100R,633
WDC WD10J31X,633
Hitachi HTS725050A9A362,632
SanDisk Extreme USB,632
Seagate ST3750330NS,632
HGST HTS 541075A9E680,631
HGST HTS 725032A7E630,631
HGST HTS541515A9E630,631
Hitachi HDS721064CLA,631
WDC WD20EADS,631
CORSAIR CMFSSD-64NI,630
HGST HTE725050A7E630,630
HGST HTS725032A7E6300,630
Hitachi HUA722020ALA330 45W6276 59Y1813IBM,630
SAMSUNG HD203WI,630
Seagate ST750LM030,630
HGST HTS725032A7E630,629
Patriot Torqx 64GB SSD,629
WDC WD1602ABYS,629
CLOVER CN-M750MBB,628
Seagate ST3500410SV,628
Seagate ST500LT025,628
Hitachi HDT721010SLA360,627
Hitachi HDT721032SLA360,627
Samsung CWBC3R,627
TOSHIBA MQ01ABD075,627
MAXTOR STM3500320AS,626
SAMSUNG HD105SI,626
SanDisk DS2032,626
SEAGATE ST3300555SS,626
TOSHIBA MQ02ABD100H,626
HGST HTS 545050A7E680,625
MAXTOR STM3320613AS,625
SAMSUNG HM500JJ,625
SanDisk SSD U100 16GB,625
Seagate ST3320418AS,625
Seagate ST9750422AS,625
TOSHIBA MQ01ABD050V,625
Seagate ST1000UM000,624
Seagate ST31000322CS,624
Seagate ST3500620AS,624
Seagate ST500UM001,624
Samsung CWBD3R,623
SAMSUNG HD102UJ,623
TOSHIBA MQ01ABD064,623
WD10SPCX-75HWST,623
SAMSUNG HD322IJ,622
WDC WD3200AAJS,621
Apacer AS203 128GB,620
Hitachi HCS5C1050CLA382,620
Patriot Warp V2 128GB SSD,620
Seagate ST3250310NS,620
Hitachi HDS721025CLA,619
SAMSUNG HN-M640MBB,619
Seagate ST1000LX015,619
TOSHIBA MK3261GSY,619
WDC WD10S21X,619
SAMSUNG HN-M101MBB,618
WDC WD3200BEKT,618
SAMSUNG HN-M250MBB,617
Seagate ST31000424CS,617
WDC WD5000LUCT,616
HGST HTS 541010A9E680,615
Hitachi HDS722020ALA330,615
Seagate ST3320413CS,615
Seagate ST500LX003,615
WDC WD5000BEKT,615
TOSHIBA MQ02ABF100,614
Hitachi HTS723232A7A364,613
Seagate ST92505610AS,613
SSD Smar tbuy 60GB,613
HGST HTS545025A7E380,612
Hitachi HDE721010SLA,612
Hitachi HTS725050A9A364,612
FUJITSU MBA3147RC,611
Hitachi HTS727550A9E364,611
SAMSUNG HE642JJ,611
WDC WD15EARX,611
Hitachi HDE721050SLA330,610
Hitachi HTS725032A7E630,610
SAMSUNG HN-M500MBB,610
Seagate ST500LM012,610
WDC WD7500L12X,610
HGST HTS541075A7E630,609
Samsung DWBD3R,609
TOSHIBA MK6461GSY,609
WDC WD15EVDS,609
HGST HTS545050A7,608
Hitachi HTS541010A9E680,608
WDC WD10EURS,608
WDC WD3200BEKX,608
Hitachi HTS725050A9A360,607
TOSHIBA MK3261GSYG,607
MD1TBLSSHD,605
Seagate ST750LM000,605
WDC WD5000M22K,604
HGST HTS541010A9E680,603
Kingston T52732,603
Samsung BWBD3R,603
Seagate ST3500320AS,603
TOSHIBA MK2556GSY,603
Hitachi HDT721064SLA360,602
WDC WD20EVDS,602
WDC WD7500AARX,602
BHT WR202HH032G E70215F5,601
Seagate ST350032 0AS,601
Seagate ST500LM030,601
Seagate ST500LT032,601
APPLE HDD ST500LM012,600
Hynix HBG4a,600
Seagate ST332041 8AS,600
WDC WD2500LPCX,600
HITACHI HTS723225A7A365 OPAL,599
SAMSUNG HD753LJ,599
Seagate ST3160318AS,599
TOSHIBA MQ01ABC150,599
HGST HTS545050A7E6800,598
SAMSUNG HD502IJ,598
Seagate ST9500424AS,598
WDC WD10EVVS,598
